                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.60792,                0.27411,                0.97131,                      1,                      1,                  0.995,                0.91112,                0.52062,                0.19098,                0.83439,             0.00024336,             0.00024336,             0.00024336
                    145,                0.60547,                0.27147,                0.96726,                      1,                      1,                  0.995,                0.91725,                0.49019,                0.17624,                0.82581,             0.00023924,             0.00023924,             0.00023924
                    146,                 0.6005,                0.26967,                0.95888,                      1,                      1,                  0.995,                0.91725,                0.50541,                0.19575,                0.82846,             0.00023511,             0.00023511,             0.00023511
                    147,                0.59819,                0.26621,                 0.9665,                      1,                      1,                  0.995,                0.91725,                0.53423,                 0.1959,                0.82992,             0.00023099,             0.00023099,             0.00023099
                    148,                0.60541,                0.26631,                0.96476,                      1,                      1,                  0.995,                 0.8955,                0.52176,                 0.1966,                0.82388,             0.00022687,             0.00022687,             0.00022687
                    149,                0.59043,                0.26694,                0.96452,                      1,                      1,                  0.995,                 0.8955,                0.54034,                0.21917,                0.82346,             0.00022274,             0.00022274,             0.00022274
                    150,                 0.5969,                0.26361,                0.95835,                      1,                      1,                  0.995,                 0.8955,                0.55986,                0.18385,                 0.8403,             0.00021862,             0.00021862,             0.00021862
                    151,                0.60068,                0.26823,                0.96239,                      1,                      1,                  0.995,                0.91725,                0.52875,                0.18778,                0.82455,              0.0002145,              0.0002145,              0.0002145
                    152,                0.59353,                0.26268,                0.96648,                      1,                      1,                  0.995,                 0.8955,                0.55902,                0.18627,                0.83206,             0.00021037,             0.00021037,             0.00021037
                    153,                0.59503,                0.26675,                0.96175,                      1,                      1,                  0.995,                 0.8955,                0.56126,                 0.1942,                0.84011,             0.00020625,             0.00020625,             0.00020625
                    154,                0.59829,                0.26511,                0.96803,                      1,                      1,                  0.995,                 0.8955,                 0.5003,                0.17424,                0.82093,             0.00020213,             0.00020213,             0.00020213
                    155,                0.58579,                0.26247,                0.96127,                      1,                      1,                  0.995,                 0.8955,                0.54291,                0.19083,                0.83463,               0.000198,               0.000198,               0.000198
                    156,                0.59562,                0.26188,                0.95588,                      1,                      1,                  0.995,                 0.8955,                0.50803,                0.16997,                0.81231,             0.00019388,             0.00019388,             0.00019388
                    157,                0.59054,                0.26243,                0.96204,                      1,                      1,                  0.995,                 0.8955,                0.50092,                0.16726,                 0.8151,             0.00018976,             0.00018976,             0.00018976
                    158,                 0.5831,                0.25954,                0.96208,                      1,                      1,                  0.995,                 0.8955,                0.52264,                0.18186,                0.82114,             0.00018563,             0.00018563,             0.00018563
                    159,                0.58977,                0.26168,                 0.9572,                      1,                      1,                  0.995,                0.91112,                0.51794,                0.17121,                0.82489,             0.00018151,             0.00018151,             0.00018151
