                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 1.3462,                0.95032,                0.83341,                0.82562,                0.64241,                0.80419,                0.49568,                 1.3035,                0.84118,                0.82265,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.3128,                0.92282,                0.82704,                0.77121,                0.65192,                0.81178,                0.51508,                 1.2452,                0.82232,                0.82088,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.3988,                0.94329,                0.83893,                0.81069,                0.69039,                0.80914,                0.51065,                 1.2347,                 0.8309,                0.82194,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.5962,                 1.0532,                 0.8339,                0.74187,                0.69514,                  0.809,                0.51107,                  1.218,                0.85499,                0.82138,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.2953,                0.94915,                0.82274,                0.74392,                0.69272,                0.80504,                0.50614,                 1.2521,                0.87614,                0.82113,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.8644,                 1.2236,                0.84595,                0.76079,                0.69214,                0.80649,                0.49003,                 1.2877,                0.90345,                0.82306,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.2772,                0.97269,                0.81964,                0.71546,                0.69439,                0.80294,                0.49158,                 1.2566,                0.89491,                0.81937,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.0904,                0.90229,                0.81576,                0.70992,                0.69514,                0.81265,                0.50568,                 1.2385,                0.87054,                0.81989,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.0991,                0.85442,                0.81324,                0.72164,                 0.7278,                0.81842,                0.50779,                 1.2333,                0.85927,                  0.819,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.3027,                0.96188,                 0.8066,                0.72402,                0.73525,                0.82427,                0.49931,                 1.2488,                0.84114,                0.81891,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.3238,                 1.0134,                 0.8229,                0.72418,                0.73206,                0.82644,                0.48993,                 1.2679,                0.83585,                0.81931,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.2339,                0.90623,                0.81283,                0.80377,                0.69237,                 0.8148,                0.49906,                 1.2664,                0.84422,                0.82013,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.1701,                 0.9009,                0.82399,                 0.7559,                0.68691,                0.81275,                 0.4939,                 1.2688,                0.85767,                0.82051,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.9344,                 1.2383,                0.86811,                0.76803,                0.70019,                0.80915,                0.50236,                 1.2332,                0.85346,                0.81891,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                  1.205,                0.90284,                0.82447,                0.76794,                0.69699,                0.80968,                0.49586,                 1.2289,                0.85327,                0.81811,             4.9677e-05,             4.9677e-05,             4.9677e-05
